edad,trabajo,estudios,estado-civil,trabajo,posicion-familiar,etnia,sexo,ganancias_inversiones,perdidas_inversiones,horas-trabajo_semana,pais-origen,salario
29, State-gov, Some-college, Divorced, Adm-clerical, Hijo-unico, Blanco, Hombre,0,0,20, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,99, United-States, <=50K
55, Private, Some-college, Widowed, Other-service, No-en-familia, Blanco, Mujer,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Never-married, Prof-specialty, No-en-familia, Otro, Hombre,0,0,60, United-States, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, No-en-familia, Blanco, Mujer,4650,0,40, United-States, <=50K
18, ?, 11th, Never-married, ?, Hijo-unico, Blanco, Hombre,0,0,25, United-States, <=50K
58, State-gov, 9th, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
34, Local-gov, Assoc-voc, Never-married, Craft-repair, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Hijo-unico, Asiatico-Pacifico-Isleno, Hombre,0,0,45, South, <=50K
49, State-gov, Doctorate, Divorced, Prof-specialty, Soltero-a, Blanco, Hombre,0,0,50, United-States, >50K
38, Private, Bachelors, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Mujer, Blanco, Mujer,0,0,40, El-Salvador, >50K
29, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,60, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,60, United-States, >50K
57, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,35, Mexico, <=50K
24, Private, 9th, Never-married, Other-service, No-en-familia, Blanco, Hombre,0,0,40, El-Salvador, <=50K
32, Private, 9th, Separated, Other-service, Soltero-a, Blanco, Mujer,0,0,23, Mexico, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,48, ?, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,56, United-States, <=50K
39, Private, 11th, Divorced, Transport-moving, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,12, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
27, ?, 9th, Never-married, ?, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,75, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Never-married, Tech-support, No-en-familia, Blanco, Hombre,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Otro-familiar, Blanco, Mujer,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Soltero-a, Blanco, Mujer,0,0,12, Poland, <=50K
37, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,50, United-States, >50K
49, Private, 10th, Separated, Exec-managerial, No-en-familia, Negro, Hombre,4416,0,99, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Soltero-a, Negro, Hombre,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Exec-managerial, Hijo-unico, Blanco, Hombre,0,1602,10, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,2829,0,60, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,36, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Hijo-unico, Blanco, Mujer,0,0,45, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,80, United-States, >50K
21, ?, 10th, Never-married, ?, Soltero-a, Blanco, Mujer,0,0,30, United-States, <=50K
47, Private, HS-grad, Married-spouse-absent, Sales, Soltero-a, Blanco, Mujer,0,0,20, Cuba, <=50K
30, Private, Bachelors, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,65, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,0,40, Dominican-Republic, <=50K
44, Private, Some-college, Divorced, Sales, Soltero-a, Blanco, Mujer,0,0,48, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,1977,40, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,24, United-States, <=50K
45, Private, 12th, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,2407,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
78, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,10, United-States, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,55, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,7298,0,45, United-States, >50K
46, Local-gov, Masters, Divorced, Prof-specialty, Soltero-a, Blanco, Mujer,0,0,50, Canada, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Sales, Soltero-a, Blanco, Hombre,0,0,35, United-States, <=50K
30, Federal-gov, HS-grad, Separated, Adm-clerical, Otro-familiar, Negro, Hombre,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Marido, Negro, Hombre,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,0,17, United-States, >50K
62, ?, HS-grad, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Marido, Negro, Hombre,0,0,70, Jamaica, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Otro-familiar, Blanco, Mujer,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Transport-moving, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,15024,0,42, United-States, >50K
51, Private, HS-grad, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
49, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,15024,0,40, United-States, >50K
30, Local-gov, HS-grad, Separated, Other-service, Soltero-a, Blanco, Mujer,0,0,26, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
34, Private, 9th, Separated, Farming-fishing, Soltero-a, Negro, Hombre,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Widowed, Transport-moving, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,2415,65, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,40, United-States, >50K
62, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,38, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,70, United-States, <=50K
58, Local-gov, 1st-4th, Widowed, Handlers-cleaners, Soltero-a, Negro, Hombre,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Craft-repair, Soltero-a, Blanco, Hombre,0,0,70, Philippines, <=50K
22, State-gov, Bachelors, Never-married, Tech-support, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
64, State-gov, 9th, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,38, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,50, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,6, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,55, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,50, United-States, <=50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,35, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
52, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,48, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Hijo-unico, Negro, Mujer,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Marido, Negro, Hombre,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,6849,0,38, United-States, <=50K
39, Federal-gov, Bachelors, Never-married, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,1977,60, ?, >50K
38, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Marido, Negro, Hombre,0,0,52, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
63, Self-emp-not-inc, 5th-6th, Never-married, Sales, No-en-familia, Blanco, Mujer,0,0,3, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Marido, Blanco, Hombre,15024,0,40, United-States, >50K
82, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, Cuba, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-spouse-absent, Transport-moving, Hijo-unico, Blanco, Hombre,0,0,40, Peru, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Soltero-a, Blanco, Mujer,0,0,50, United-States, <=50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Farming-fishing, Hijo-unico, Blanco, Hombre,0,0,55, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Soltero-a, Otro, Mujer,0,0,33, United-States, <=50K
34, Private, 11th, Never-married, Other-service, Hijo-unico, Asiatico-Pacifico-Isleno, Hombre,0,0,40, Philippines, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,84, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,75, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
56, ?, Some-college, Divorced, ?, Soltero-a, Blanco, Mujer,0,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,25, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,0,0,75, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Mujer, Blanco, Mujer,7298,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,30, United-States, <=50K
29, Local-gov, Masters, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Transport-moving, No-en-familia, Blanco, Hombre,0,0,52, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,15, United-States, <=50K
24, Local-gov, Some-college, Never-married, Protective-serv, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,1977,40, United-States, >50K
36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Blanco, Mujer,0,0,72, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, No-en-familia, Blanco, Mujer,0,0,35, United-States, <=50K
46, Private, Some-college, Widowed, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,38, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, No-en-familia, Blanco, Hombre,0,0,55, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,44, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,55, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,0,35, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Negro, Hombre,7298,0,38, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,70, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
25, Private, Prof-school, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Hijo-unico, Negro, Mujer,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,15, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, Soltero-a, Blanco, Mujer,0,0,10, United-States, <=50K
18, Private, 11th, Never-married, Sales, Hijo-unico, Negro, Mujer,0,0,8, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
25, ?, 11th, Never-married, ?, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Transport-moving, Hijo-unico, Blanco, Hombre,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, No-en-familia, Blanco, Hombre,0,0,60, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, ?, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,1977,60, United-States, >50K
43, Private, HS-grad, Divorced, Other-service, No-en-familia, Negro, Mujer,0,1762,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, England, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Otro, Hombre,0,0,40, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Negro, Hombre,4064,0,40, United-States, <=50K
24, Federal-gov, Some-college, Divorced, Adm-clerical, Soltero-a, Negro, Mujer,0,0,25, United-States, <=50K
42, Private, Some-college, Never-married, Exec-managerial, No-en-familia, Blanco, Mujer,0,2444,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,50, United-States, <=50K
48, Private, Some-college, Never-married, Handlers-cleaners, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
31, Self-emp-inc, HS-grad, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,44, United-States, <=50K
31, Private, 1st-4th, Never-married, Other-service, Otro-familiar, Blanco, Mujer,0,0,25, El-Salvador, <=50K
18, Private, 12th, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,25, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,7688,0,50, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,1579,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
72, Private, 10th, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,15, United-States, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,55, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,3908,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Divorced, Prof-specialty, Soltero-a, Asiatico-Pacifico-Isleno, Mujer,0,0,40, ?, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
40, Private, Assoc-acdm, Divorced, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,15, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
64, Local-gov, HS-grad, Widowed, Other-service, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,20, United-States, >50K
38, Private, Bachelors, Never-married, Sales, Soltero-a, Blanco, Mujer,0,0,45, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,1977,50, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Asiatico-Pacifico-Isleno, Mujer,0,0,40, Philippines, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Adm-clerical, Otro-familiar, Blanco, Mujer,0,0,40, United-States, <=50K
73, ?, Prof-school, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
66, Private, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,50, United-States, >50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,55, United-States, >50K
57, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
44, Private, Assoc-acdm, Divorced, Machine-op-inspct, Hijo-unico, Blanco, Mujer,0,0,45, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,2002,50, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Other-service, Otro-familiar, Negro, Mujer,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Negro, Hombre,0,1628,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,55, United-States, <=50K
59, Private, Some-college, Divorced, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,56, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
24, Private, 10th, Divorced, Handlers-cleaners, Soltero-a, Blanco, Mujer,0,0,58, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, >50K
51, Private, Assoc-acdm, Divorced, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
34, Self-emp-inc, Bachelors, Never-married, Exec-managerial, No-en-familia, Blanco, Hombre,0,0,50, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Hijo-unico, Blanco, Mujer,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,25, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Mujer, Blanco, Mujer,0,0,12, United-States, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,5, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,7688,0,43, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Mujer, Blanco, Mujer,0,0,40, United-States, <=50K
33, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Separated, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Other-service, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, ?, <=50K
52, Private, HS-grad, Separated, Craft-repair, Hijo-unico, Negro, Mujer,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
